day,month,year,log_ret,react_label,date,common
29,3,2019,-0.02159097,Down,2019-03-29,1
1,4,2019,0.000189272,Up,2019-04-01,1
2,4,2019,0.001935021,Up,2019-04-02,0
3,4,2019,-0.008674994,Down,2019-04-03,1
4,4,2019,0.02096128,Up,2019-04-04,0
5,4,2019,-0.012465656,Down,2019-04-05,1
8,4,2019,-0.002562574,Down,2019-04-08,1
9,4,2019,-0.004798176,Down,2019-04-09,0
10,4,2019,-0.000973242,Down,2019-04-10,1
11,4,2019,0.001205398,Up,2019-04-11,1
12,4,2019,-0.00576473,Down,2019-04-12,1
15,4,2019,0.023688971,Up,2019-04-15,0
16,4,2019,-0.005413788,Down,2019-04-16,1
17,4,2019,-0.012486055,Down,2019-04-17,0
23,4,2019,-0.007331322,Down,2019-04-23,1
24,4,2019,0.017130468,Up,2019-04-24,1
25,4,2019,-0.026549788,Down,2019-04-25,1
26,4,2019,-0.008768068,Down,2019-04-26,1
29,4,2019,0.014796039,Up,2019-04-29,1
30,4,2019,0.002045405,Up,2019-04-30,1
2,5,2019,-0.003341325,Down,2019-05-02,1
3,5,2019,0.017471697,Up,2019-05-03,1
6,5,2019,-0.018595251,Down,2019-05-06,1
7,5,2019,0.00523134,Up,2019-05-07,1
8,5,2019,0.002822725,Up,2019-05-08,1
9,5,2019,-0.011427402,Down,2019-05-09,1
10,5,2019,0.031576006,Up,2019-05-10,1
13,5,2019,-0.007953787,Down,2019-05-13,0
14,5,2019,-0.006524847,Down,2019-05-14,1
15,5,2019,0.024051984,Up,2019-05-15,1
16,5,2019,0.009775365,Up,2019-05-16,1
20,5,2019,0.003944296,Up,2019-05-20,1
21,5,2019,0.000738779,Up,2019-05-21,1
22,5,2019,-0.012960527,Down,2019-05-22,1
23,5,2019,0.03101095,Up,2019-05-23,1
24,5,2019,0.019277186,Up,2019-05-24,1
27,5,2019,0.027631454,Up,2019-05-27,0
28,5,2019,-0.012425579,Down,2019-05-28,1
29,5,2019,-0.033091771,Down,2019-05-29,1
31,5,2019,-0.011825826,Down,2019-05-31,1
3,6,2019,0.024513872,Up,2019-06-03,1
4,6,2019,-0.026591495,Down,2019-06-04,1
5,6,2019,-0.00801202,Down,2019-06-05,1
6,6,2019,-0.001009938,Down,2019-06-06,0
7,6,2019,-0.004162989,Down,2019-06-07,1
11,6,2019,0.012355808,Up,2019-06-11,1
12,6,2019,-0.015559072,Down,2019-06-12,1
13,6,2019,-0.021246247,Down,2019-06-13,0
14,6,2019,0.014117925,Up,2019-06-14,1
17,6,2019,-0.011796429,Down,2019-06-17,1
18,6,2019,0.007505596,Up,2019-06-18,1
19,6,2019,0.003414614,Up,2019-06-19,1
20,6,2019,-0.00980158,Down,2019-06-20,0
21,6,2019,0.00074797,Up,2019-06-21,1
24,6,2019,0.004350802,Up,2019-06-24,0
25,6,2019,-0.001631446,Down,2019-06-25,1
26,6,2019,0.013727402,Up,2019-06-26,1
27,6,2019,0.003087237,Up,2019-06-27,0
28,6,2019,-0.008389049,Down,2019-06-28,1
1,7,2019,0.006130323,Up,2019-07-01,1
2,7,2019,0.034718744,Up,2019-07-02,1
3,7,2019,0.022961126,Up,2019-07-03,1
4,7,2019,0.028647638,Up,2019-07-04,1
5,7,2019,0.011091038,Up,2019-07-05,1
8,7,2019,0.005728591,Up,2019-07-08,1
9,7,2019,0.001315316,Up,2019-07-09,1
10,7,2019,-0.011472126,Down,2019-07-10,1
11,7,2019,-0.000923719,Down,2019-07-11,1
12,7,2019,0.008379432,Up,2019-07-12,1
15,7,2019,0.015428437,Up,2019-07-15,1
16,7,2019,-0.011196985,Down,2019-07-16,0
17,7,2019,-0.002539432,Down,2019-07-17,1
18,7,2019,0.001631211,Up,2019-07-18,0
19,7,2019,0.000277349,Up,2019-07-19,1
22,7,2019,0.002417861,Up,2019-07-22,1
23,7,2019,1.46e-05,Up,2019-07-23,0
24,7,2019,-0.000911184,Down,2019-07-24,0
25,7,2019,-0.002891353,Down,2019-07-25,1
26,7,2019,-0.017470479,Down,2019-07-26,1
29,7,2019,-0.00514677,Down,2019-07-29,1
30,7,2019,-0.018228152,Down,2019-07-30,1
31,7,2019,0.005981166,Up,2019-07-31,1
1,8,2019,0.006778452,Up,2019-08-01,0
2,8,2019,-0.001407458,Down,2019-08-02,1
5,8,2019,-0.025174128,Down,2019-08-05,0
6,8,2019,0.014253327,Up,2019-08-06,1
7,8,2019,0.001513782,Up,2019-08-07,1
8,8,2019,0.025649671,Up,2019-08-08,0
9,8,2019,-0.00634853,Down,2019-08-09,1
12,8,2019,0.0008354,Up,2019-08-12,1
13,8,2019,0.03779828,Up,2019-08-13,1
14,8,2019,-0.009483312,Down,2019-08-14,1
15,8,2019,-0.01112036,Down,2019-08-15,1
16,8,2019,0.026573895,Up,2019-08-16,1
19,8,2019,-0.015919452,Down,2019-08-19,1
20,8,2019,0.016859849,Up,2019-08-20,1
21,8,2019,-0.016850906,Down,2019-08-21,1
22,8,2019,-0.006368632,Down,2019-08-22,1
23,8,2019,0.011177457,Up,2019-08-23,1
26,8,2019,-0.0059109,Down,2019-08-26,1
27,8,2019,0.003637419,Up,2019-08-27,1
28,8,2019,-0.010318194,Down,2019-08-28,1
29,8,2019,0.015763326,Up,2019-08-29,1
30,8,2019,-0.019867757,Down,2019-08-30,1
2,9,2019,-0.002017191,Down,2019-09-02,1
3,9,2019,-0.010576544,Down,2019-09-03,1
4,9,2019,0.004712398,Up,2019-09-04,1
5,9,2019,0.009468239,Up,2019-09-05,1
6,9,2019,-0.012178039,Down,2019-09-06,1
9,9,2019,-0.036226434,Down,2019-09-09,1
10,9,2019,-0.019986296,Down,2019-09-10,1
11,9,2019,0.020497422,Up,2019-09-11,1
12,9,2019,-0.008821354,Down,2019-09-12,0
13,9,2019,-0.010849611,Down,2019-09-13,1
16,9,2019,0.01305441,Up,2019-09-16,1
17,9,2019,0.010322038,Up,2019-09-17,0
18,9,2019,-0.016780564,Down,2019-09-18,1
19,9,2019,-0.005641402,Down,2019-09-19,1
20,9,2019,0.020866705,Up,2019-09-20,1
23,9,2019,0.012389002,Up,2019-09-23,1
24,9,2019,-0.005811411,Down,2019-09-24,0
25,9,2019,-0.00437091,Down,2019-09-25,1
26,9,2019,-0.002168933,Down,2019-09-26,1
27,9,2019,0.007649947,Up,2019-09-27,1
30,9,2019,0.0029456,Up,2019-09-30,0
1,10,2019,-0.01086376,Down,2019-10-01,0
2,10,2019,-0.007236212,Down,2019-10-02,1
3,10,2019,0.004551937,Up,2019-10-03,1
4,10,2019,0.025922013,Up,2019-10-04,0
7,10,2019,0.03123726,Up,2019-10-07,1
8,10,2019,-0.011415448,Down,2019-10-08,0
9,10,2019,-0.009042457,Down,2019-10-09,1
10,10,2019,0.000640105,Up,2019-10-10,1
11,10,2019,-0.000833706,Down,2019-10-11,1
14,10,2019,-0.00184854,Down,2019-10-14,1
15,10,2019,0.0114387,Up,2019-10-15,1
16,10,2019,0.031452238,Up,2019-10-16,1
17,10,2019,0.019422759,Up,2019-10-17,1
18,10,2019,0.006372742,Up,2019-10-18,1
21,10,2019,0.009069539,Up,2019-10-21,0
22,10,2019,-0.013411454,Down,2019-10-22,1
23,10,2019,-0.005499761,Down,2019-10-23,1
24,10,2019,0.010927694,Up,2019-10-24,1
25,10,2019,-0.014366351,Down,2019-10-25,1
28,10,2019,0.014310687,Up,2019-10-28,1
29,10,2019,-0.006170102,Down,2019-10-29,1
30,10,2019,0.003940974,Up,2019-10-30,1
31,10,2019,-0.022568909,Down,2019-10-31,1
1,11,2019,-0.002871574,Down,2019-11-01,1
4,11,2019,-0.014758714,Down,2019-11-04,1
5,11,2019,0.024922068,Up,2019-11-05,1
6,11,2019,0.026276844,Up,2019-11-06,1
7,11,2019,0.016622018,Up,2019-11-07,1
8,11,2019,0.023200719,Up,2019-11-08,1
11,11,2019,0.003387905,Up,2019-11-11,1
12,11,2019,-0.01237628,Down,2019-11-12,1
13,11,2019,-0.021811868,Down,2019-11-13,1
14,11,2019,0.003888693,Up,2019-11-14,1
15,11,2019,-0.035710159,Down,2019-11-15,1
18,11,2019,0.010026343,Up,2019-11-18,1
19,11,2019,-0.020767463,Down,2019-11-19,1
20,11,2019,0.001511005,Up,2019-11-20,1
21,11,2019,-0.003924792,Down,2019-11-21,1
22,11,2019,0.002599222,Up,2019-11-22,1
25,11,2019,0.028306761,Up,2019-11-25,1
26,11,2019,0.008545704,Up,2019-11-26,1
27,11,2019,-0.00341504,Down,2019-11-27,1
28,11,2019,-0.001297465,Down,2019-11-28,1
29,11,2019,0.024934458,Up,2019-11-29,1
2,12,2019,-0.012403155,Down,2019-12-02,1
3,12,2019,0.003281794,Up,2019-12-03,1
4,12,2019,0.012013577,Up,2019-12-04,1
5,12,2019,0.011671829,Up,2019-12-05,1
6,12,2019,0.007592027,Up,2019-12-06,1
9,12,2019,0.008619669,Up,2019-12-09,1
10,12,2019,-0.003834908,Down,2019-12-10,1
11,12,2019,-0.012828303,Down,2019-12-11,1
12,12,2019,-0.002873221,Down,2019-12-12,1
13,12,2019,0.006704618,Up,2019-12-13,1
16,12,2019,0.008209783,Up,2019-12-16,1
17,12,2019,-0.027704151,Down,2019-12-17,0
18,12,2019,0.017560618,Up,2019-12-18,1
19,12,2019,0.005605514,Up,2019-12-19,0
20,12,2019,0.012550767,Up,2019-12-20,1
23,12,2019,0.004118574,Up,2019-12-23,1
27,12,2019,0.001761773,Up,2019-12-27,1
30,12,2019,-0.012476719,Down,2019-12-30,1
2,1,2020,0.013886491,Up,2020-01-02,1
3,1,2020,0.005259371,Up,2020-01-03,1
6,1,2020,-0.012484395,Down,2020-01-06,1
7,1,2020,-0.00423992,Down,2020-01-07,1
8,1,2020,0.011180564,Up,2020-01-08,1
9,1,2020,0.008932193,Up,2020-01-09,1
10,1,2020,0.001114135,Up,2020-01-10,1
13,1,2020,0.015418528,Up,2020-01-13,1
14,1,2020,0.003346841,Up,2020-01-14,1
15,1,2020,0.006248416,Up,2020-01-15,1
16,1,2020,-0.02561552,Down,2020-01-16,1
17,1,2020,0.005338932,Up,2020-01-17,1
20,1,2020,0.003014483,Up,2020-01-20,1
21,1,2020,0.004877657,Up,2020-01-21,1
22,1,2020,-0.004052485,Down,2020-01-22,1
23,1,2020,-0.011935829,Down,2020-01-23,1
24,1,2020,0.025009229,Up,2020-01-24,1
27,1,2020,-0.015703626,Down,2020-01-27,1
28,1,2020,0.005215582,Up,2020-01-28,1
29,1,2020,-0.015471951,Down,2020-01-29,1
30,1,2020,-0.017244042,Down,2020-01-30,1
31,1,2020,-0.000104629,Down,2020-01-31,1
3,2,2020,-0.000156963,Down,2020-02-03,1
4,2,2020,0.00139872,Up,2020-02-04,1
5,2,2020,0.01195924,Up,2020-02-05,1
6,2,2020,0.010349879,Up,2020-02-06,1
7,2,2020,-0.018944528,Down,2020-02-07,1
10,2,2020,0.006734207,Up,2020-02-10,1
11,2,2020,-0.001928691,Down,2020-02-11,1
12,2,2020,-0.005821525,Down,2020-02-12,1
13,2,2020,0.001146192,Up,2020-02-13,1
14,2,2020,0.011943492,Up,2020-02-14,1
17,2,2020,0.005503012,Up,2020-02-17,1
18,2,2020,0.012167905,Up,2020-02-18,1
19,2,2020,0.027656816,Up,2020-02-19,1
20,2,2020,-0.009969877,Down,2020-02-20,1
21,2,2020,0.008678292,Up,2020-02-21,1
24,2,2020,-0.041877514,Down,2020-02-24,1
25,2,2020,-0.014323448,Down,2020-02-25,1
26,2,2020,-0.021491487,Down,2020-02-26,1
27,2,2020,-0.061052078,Down,2020-02-27,1
28,2,2020,-0.019411431,Down,2020-02-28,1
2,3,2020,-0.023205977,Down,2020-03-02,1
3,3,2020,0.016261354,Up,2020-03-03,1
4,3,2020,0.018769158,Up,2020-03-04,1
5,3,2020,-0.016007236,Down,2020-03-05,1
6,3,2020,-0.032213512,Down,2020-03-06,1
9,3,2020,-0.010786213,Down,2020-03-09,1
10,3,2020,0.013250298,Up,2020-03-10,1
11,3,2020,-0.037211829,Down,2020-03-11,1
12,3,2020,-0.123069216,Down,2020-03-12,1
13,3,2020,0.073001831,Up,2020-03-13,1
16,3,2020,-0.009008407,Down,2020-03-16,1
17,3,2020,0.001312982,Up,2020-03-17,1
18,3,2020,0.03003481,Up,2020-03-18,1
19,3,2020,0.051326718,Up,2020-03-19,1
20,3,2020,-0.052521147,Down,2020-03-20,1
23,3,2020,-0.012676819,Down,2020-03-23,1
24,3,2020,0.002313202,Up,2020-03-24,1
25,3,2020,-0.059396147,Down,2020-03-25,1
26,3,2020,0.00935373,Up,2020-03-26,1
27,3,2020,-0.070338303,Down,2020-03-27,1
30,3,2020,0.009102517,Up,2020-03-30,1
31,3,2020,0.03289054,Up,2020-03-31,1
1,4,2020,0.076985872,Up,2020-04-01,1
2,4,2020,-0.043364728,Down,2020-04-02,1
3,4,2020,-0.016134379,Down,2020-04-03,1
6,4,2020,0.028991693,Up,2020-04-06,1
7,4,2020,0.03659975,Up,2020-04-07,1
8,4,2020,-0.02359384,Down,2020-04-08,0
14,4,2020,0.052974163,Up,2020-04-14,1
15,4,2020,-0.001471682,Down,2020-04-15,1
16,4,2020,-0.0058301,Down,2020-04-16,1
17,4,2020,0.014535185,Up,2020-04-17,1
20,4,2020,-0.04747394,Down,2020-04-20,1
21,4,2020,0.001408485,Up,2020-04-21,1
22,4,2020,0.00558201,Up,2020-04-22,1
23,4,2020,0.018505912,Up,2020-04-23,1
24,4,2020,-0.035109087,Down,2020-04-24,1
27,4,2020,0.002785051,Up,2020-04-27,1
28,4,2020,0.020784057,Up,2020-04-28,1
29,4,2020,-0.018918088,Down,2020-04-29,1
30,4,2020,0.007000893,Up,2020-04-30,1
4,5,2020,-0.002800964,Down,2020-05-04,1
5,5,2020,0.01017055,Up,2020-05-05,1
6,5,2020,0.018059774,Up,2020-05-06,1
7,5,2020,0.005227157,Up,2020-05-07,1
8,5,2020,0.03720504,Up,2020-05-08,1
11,5,2020,-0.003799092,Down,2020-05-11,1
12,5,2020,0.003625345,Up,2020-05-12,1
13,5,2020,0.013015075,Up,2020-05-13,1
14,5,2020,-0.017854325,Down,2020-05-14,1
15,5,2020,0.000849889,Up,2020-05-15,1
18,5,2020,0.002106428,Up,2020-05-18,1
19,5,2020,0.051167639,Up,2020-05-19,1
20,5,2020,0.026590083,Up,2020-05-20,1
22,5,2020,-0.035373474,Down,2020-05-22,1
25,5,2020,0.020380584,Up,2020-05-25,1
26,5,2020,-0.000348384,Down,2020-05-26,1
27,5,2020,-0.018567763,Down,2020-05-27,1
28,5,2020,0.003009131,Up,2020-05-28,1
29,5,2020,-0.003871584,Down,2020-05-29,1
2,6,2020,0.035548505,Up,2020-06-02,1
3,6,2020,0.000629569,Up,2020-06-03,1
4,6,2020,0.005662261,Up,2020-06-04,1
5,6,2020,-0.00765025,Down,2020-06-05,1
8,6,2020,0.000882483,Up,2020-06-08,1
9,6,2020,0.013089356,Up,2020-06-09,1
10,6,2020,0.00163626,Up,2020-06-10,1
11,6,2020,-0.018428857,Down,2020-06-11,1
12,6,2020,-0.007270913,Down,2020-06-12,1
15,6,2020,-0.041785951,Down,2020-06-15,1
16,6,2020,-0.022456754,Down,2020-06-16,1
17,6,2020,0.03006605,Up,2020-06-17,1
18,6,2020,-0.013152264,Down,2020-06-18,1
19,6,2020,0.00855685,Up,2020-06-19,1
22,6,2020,-0.022222889,Down,2020-06-22,1
23,6,2020,0.010901594,Up,2020-06-23,1
24,6,2020,-0.012362152,Down,2020-06-24,1
25,6,2020,0.010060055,Up,2020-06-25,1
26,6,2020,0.018870436,Up,2020-06-26,1
29,6,2020,0.014388215,Up,2020-06-29,1
30,6,2020,0.012482641,Up,2020-06-30,1
1,7,2020,-0.001818591,Down,2020-07-01,1
2,7,2020,-0.014857383,Down,2020-07-02,1
3,7,2020,0.003984083,Up,2020-07-03,1
6,7,2020,-0.002275708,Down,2020-07-06,1
7,7,2020,-0.009395881,Down,2020-07-07,1
8,7,2020,-0.00487431,Down,2020-07-08,1
9,7,2020,-0.038927877,Down,2020-07-09,1
10,7,2020,-0.004533595,Down,2020-07-10,1
13,7,2020,0.000497941,Up,2020-07-13,1
14,7,2020,-0.012445975,Down,2020-07-14,1
15,7,2020,0.029885122,Up,2020-07-15,1
16,7,2020,-0.015029553,Down,2020-07-16,1
17,7,2020,0.000397216,Up,2020-07-17,1
20,7,2020,0.006978958,Up,2020-07-20,1
21,7,2020,-0.007666548,Down,2020-07-21,1
22,7,2020,-0.011359916,Down,2020-07-22,1
23,7,2020,0.002563015,Up,2020-07-23,1
24,7,2020,-0.006342303,Down,2020-07-24,1
27,7,2020,-0.007539153,Down,2020-07-27,1
28,7,2020,0.02302985,Up,2020-07-28,1
29,7,2020,0.00064154,Up,2020-07-29,1
30,7,2020,-0.024210965,Down,2020-07-30,1
31,7,2020,0.010287628,Up,2020-07-31,1
3,8,2020,0.03151133,Up,2020-08-03,1
4,8,2020,0.00449846,Up,2020-08-04,1
5,8,2020,-0.013057047,Down,2020-08-05,1
6,8,2020,-0.004466511,Down,2020-08-06,1
7,8,2020,0.009583348,Up,2020-08-07,1
10,8,2020,-0.001604683,Down,2020-08-10,1
11,8,2020,0.022750616,Up,2020-08-11,1
12,8,2020,0.018286691,Up,2020-08-12,1
13,8,2020,-0.001499104,Down,2020-08-13,1
14,8,2020,-0.005020591,Down,2020-08-14,1
17,8,2020,0.005477078,Up,2020-08-17,1
18,8,2020,-0.018195279,Down,2020-08-18,1
19,8,2020,0.00051627,Up,2020-08-19,1
20,8,2020,-0.008656845,Down,2020-08-20,1
21,8,2020,-0.017292059,Down,2020-08-21,1
24,8,2020,0.022396004,Up,2020-08-24,1
25,8,2020,0.008121318,Up,2020-08-25,1
26,8,2020,-0.023835144,Down,2020-08-26,1
27,8,2020,0.012667946,Up,2020-08-27,1
28,8,2020,-0.007629359,Down,2020-08-28,1
31,8,2020,-0.001422028,Down,2020-08-31,1
1,9,2020,-0.000441989,Down,2020-09-01,1
2,9,2020,-0.005417095,Down,2020-09-02,1
3,9,2020,0.001716209,Up,2020-09-03,1
4,9,2020,0.007604599,Up,2020-09-04,1
7,9,2020,0.018231068,Up,2020-09-07,1
8,9,2020,0.001186587,Up,2020-09-08,1
9,9,2020,0.014238556,Up,2020-09-09,1
10,9,2020,-0.009404242,Down,2020-09-10,1
11,9,2020,0.015153886,Up,2020-09-11,1
14,9,2020,0.005060185,Up,2020-09-14,1
15,9,2020,0.012691129,Up,2020-09-15,1
16,9,2020,0.001978853,Up,2020-09-16,1
17,9,2020,-0.005997887,Down,2020-09-17,1
18,9,2020,-0.004525697,Down,2020-09-18,1
21,9,2020,-0.025198592,Down,2020-09-21,1
22,9,2020,-0.002949941,Down,2020-09-22,1
23,9,2020,0.001271586,Up,2020-09-23,1
24,9,2020,0.000408902,Up,2020-09-24,1
25,9,2020,-0.007687526,Down,2020-09-25,1
28,9,2020,0.014294357,Up,2020-09-28,1
29,9,2020,0.007989005,Up,2020-09-29,1
30,9,2020,0.032148141,Up,2020-09-30,1
1,10,2020,0.005793614,Up,2020-10-01,0
2,10,2020,0.012103585,Up,2020-10-02,1
5,10,2020,-0.000835239,Down,2020-10-05,1
6,10,2020,0.011738647,Up,2020-10-06,1
7,10,2020,-0.012293576,Down,2020-10-07,1
8,10,2020,0.026749036,Up,2020-10-08,1
9,10,2020,0.000280185,Up,2020-10-09,1
12,10,2020,0.000886735,Up,2020-10-12,1
13,10,2020,-0.006948211,Down,2020-10-13,1
14,10,2020,-0.009087172,Down,2020-10-14,1
15,10,2020,-0.028673288,Down,2020-10-15,1
16,10,2020,0.000870737,Up,2020-10-16,1
19,10,2020,0.000160133,Up,2020-10-19,1
20,10,2020,-0.005269985,Down,2020-10-20,1
21,10,2020,-0.029502885,Down,2020-10-21,1
22,10,2020,-0.016607633,Down,2020-10-22,1
23,10,2020,0.000542184,Up,2020-10-23,1
26,10,2020,-0.034229455,Down,2020-10-26,1
27,10,2020,0.00372237,Up,2020-10-27,1
28,10,2020,-0.033058197,Down,2020-10-28,1
29,10,2020,0.00806177,Up,2020-10-29,1
30,10,2020,-0.001604061,Down,2020-10-30,1
2,11,2020,-0.008567431,Down,2020-11-02,1
3,11,2020,-0.003879422,Down,2020-11-03,1
4,11,2020,0.02499345,Up,2020-11-04,1
5,11,2020,0.004569393,Up,2020-11-05,1
6,11,2020,0.034099748,Up,2020-11-06,1
9,11,2020,0.055908329,Up,2020-11-09,1
10,11,2020,-0.018600903,Down,2020-11-10,1
11,11,2020,0.019673319,Up,2020-11-11,1
12,11,2020,0.007398889,Up,2020-11-12,1
13,11,2020,-0.016579391,Down,2020-11-13,1
16,11,2020,0.036247222,Up,2020-11-16,1
17,11,2020,-0.018852936,Down,2020-11-17,1
